metric,value
num_cases,60
mae_mean,24.970635413579277
mae_std,3.8928784119227053
mse_mean,2475.823530983593
mse_std,636.9208001302115
psnr_mean,29.50527603654104
psnr_std,1.1870719268968157
ssim_mean,0.8471866648870027
ssim_std,0.02931161808206938
