metric,value
num_cases,60
mae_mean,71.84096900751607
mae_std,12.08917083728466
mse_mean,29119.436809569193
mse_std,8003.171012768188
psnr_mean,28.8858032145561
psnr_std,1.0872282006300962
ssim_mean,0.8933017550317517
ssim_std,0.016942360670520917
