epoch,global_step,train_loss,l1,ssim,grad
0,1,1.355027675628662,0.8809876441955566,1.0208512544631958,0.32849788665771484
0,2,1.207270860671997,0.7612570524215698,0.9466769695281982,0.3367147147655487
0,3,1.0973256826400757,0.6804177761077881,0.8756197690963745,0.3333001732826233
0,4,1.0089548826217651,0.6202787160873413,0.822851300239563,0.29767826199531555
0,5,0.9589521288871765,0.5951055288314819,0.7736347317695618,0.2719634771347046
0,6,0.9155920147895813,0.5713096261024475,0.7269934415817261,0.26742497086524963
0,7,0.878511369228363,0.551207423210144,0.6913710236549377,0.25377780199050903
0,8,0.8781737685203552,0.5549960136413574,0.6810373067855835,0.25381404161453247
0,9,0.8497586250305176,0.5439342260360718,0.6428350806236267,0.24345146119594574
0,10,0.8189051151275635,0.5174664855003357,0.6322874426841736,0.24261818826198578
0,11,0.8388841152191162,0.5344455242156982,0.6379480361938477,0.2462967336177826
0,12,0.8018749356269836,0.5070620775222778,0.6161096692085266,0.24184483289718628
0,13,0.7834850549697876,0.5034096837043762,0.5853536128997803,0.22966960072517395
0,14,0.75761479139328,0.48647409677505493,0.5675874352455139,0.22052857279777527
0,15,0.7808445692062378,0.49876439571380615,0.5904092788696289,0.22958219051361084
0,16,0.762798547744751,0.4892873466014862,0.5750623345375061,0.21743133664131165
0,17,0.8208641409873962,0.5395167469978333,0.5891150236129761,0.2285069078207016
0,18,0.7492695450782776,0.48450082540512085,0.5549418926239014,0.21395979821681976
0,19,0.7102979421615601,0.46263864636421204,0.5184623003005981,0.20137187838554382
0,20,0.6801480650901794,0.43710070848464966,0.5071977376937866,0.2008412480354309
0,21,0.6567519903182983,0.4203042984008789,0.4887627363204956,0.2047128975391388
0,22,0.700563371181488,0.4514177441596985,0.517632007598877,0.21046409010887146
0,23,0.6642485857009888,0.42528554797172546,0.4999500513076782,0.19491492211818695
0,24,0.6849292516708374,0.44309505820274353,0.5074726343154907,0.19422569870948792
0,25,0.6408759355545044,0.4079112112522125,0.48349887132644653,0.19782611727714539
0,26,0.6441386938095093,0.4128228425979614,0.4792511463165283,0.19807688891887665
0,27,0.6534605026245117,0.4220612645149231,0.4801865816116333,0.19662293791770935
0,28,0.5668438076972961,0.36589181423187256,0.416231632232666,0.1722966432571411
0,29,0.600158154964447,0.38852429389953613,0.4388617277145386,0.18044602870941162
0,30,0.5825375318527222,0.37522441148757935,0.4284794330596924,0.17960654199123383
1,31,0.6378263235092163,0.4147217273712158,0.4625253677368164,0.19047223031520844
1,32,0.6409866213798523,0.41732048988342285,0.46041762828826904,0.1974954903125763
1,33,0.5814579129219055,0.38367825746536255,0.4106639623641968,0.16757050156593323
1,34,0.5903456807136536,0.3867906928062439,0.4194570779800415,0.17886070907115936
1,35,0.6537837386131287,0.4216479957103729,0.4790589213371277,0.20256075263023376
1,36,0.6085202097892761,0.39483433961868286,0.4429762363433838,0.18247687816619873
1,37,0.6108682751655579,0.3977484107017517,0.43873131275177,0.18813666701316833
1,38,0.5577940940856934,0.3580992817878723,0.4092046022415161,0.18006470799446106
1,39,0.54854416847229,0.35160893201828003,0.40302395820617676,0.17862838506698608
1,40,0.5645488500595093,0.36959922313690186,0.399333119392395,0.17608188092708588
1,41,0.6131787896156311,0.4066699147224426,0.42422938346862793,0.18408560752868652
1,42,0.5246058106422424,0.33844348788261414,0.37904226779937744,0.17272715270519257
1,43,0.48743513226509094,0.3184361159801483,0.34377795457839966,0.15743927657604218
1,44,0.5476959347724915,0.350904643535614,0.40438657999038696,0.1751829832792282
1,45,0.5475150942802429,0.35446271300315857,0.3980342745780945,0.16919349133968353
1,46,0.5051915049552917,0.3288343548774719,0.35993492603302,0.16191577911376953
1,47,0.5705114006996155,0.3717511296272278,0.4090060591697693,0.17578934133052826
1,48,0.5167299509048462,0.3310430347919464,0.3767680525779724,0.17489835619926453
1,49,0.5425541996955872,0.35367467999458313,0.3896749019622803,0.16504782438278198
1,50,0.5528934597969055,0.36661744117736816,0.37737298011779785,0.17663423717021942
1,51,0.5222657918930054,0.3387482762336731,0.3750729560852051,0.1674416959285736
1,52,0.5153017044067383,0.3421955704689026,0.3497830629348755,0.1659645289182663
1,53,0.49392685294151306,0.3205655813217163,0.34986329078674316,0.16707971692085266
1,54,0.5220125913619995,0.3410211503505707,0.367242693901062,0.17047171294689178
