epoch,global_step,train_loss,val_loss,checkpoint_path
0,30,0.9239979734023412,1.2287186766664187,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
1,60,0.6343647142251333,1.0350433965524037,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
2,90,0.5468401198585828,0.902663317322731,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
3,120,0.4907835863530636,0.8165360525250435,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
4,150,0.4535885460674763,0.7476718008518219,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
5,180,0.43389662951231,0.7009790276487669,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
6,210,0.40892689898610113,0.6596309984723727,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
7,240,0.4029670824607213,0.6341065893570582,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
8,270,0.3971308616300424,0.6017148551841577,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
9,300,0.38739517629146575,0.5822507758935292,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
10,330,0.3823253991703192,0.5758864258726438,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
11,360,0.37123943244417507,0.5528862260282039,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
12,390,0.3675405000646909,0.5412990706662337,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
13,420,0.36383264114459357,0.5199620202183723,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
14,450,0.3611105680465698,0.5130537611742815,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
15,480,0.35013427237669625,0.5140397652983666,
16,510,0.35210747420787813,0.5093571178615093,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
17,540,0.3513412520289421,0.507087346414725,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
18,570,0.34922828947504364,0.49778714776039124,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
19,600,0.3471596986055374,0.4843317819138368,output/3dunet/smooth/t1tot2/weights/best_seed42.pt;output/3dunet/smooth/t1tot2/weights/epoch_020_seed42.pt
20,630,0.3430532755951087,0.47943800737460457,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
21,660,0.33844787006576854,0.4701174107690652,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
22,690,0.3301254726946354,0.4585829943418503,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
23,720,0.3383707543214162,0.4481005914509296,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
24,750,0.33107209354639056,0.4450478213528792,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
25,780,0.33523967290918033,0.44874881183107695,
26,810,0.33205664679408076,0.44466911256313324,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
27,840,0.33086532801389695,0.42607692604263625,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
28,870,0.32998649378617606,0.4326830779512723,
29,900,0.31951932460069654,0.45172089313467345,
30,930,0.320209638774395,0.42731331711014114,
31,960,0.31842983439564704,0.4136034235358238,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
32,990,0.3227080295483271,0.414732363820076,
33,1020,0.3159984526534875,0.41040416235725086,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
34,1050,0.31587007467945416,0.40562385444839794,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
35,1080,0.31802805960178376,0.4027715981006622,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
36,1110,0.31079784271617733,0.39328530952334406,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
37,1140,0.3182009463508924,0.3920432393749555,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
38,1170,0.3103555036087831,0.3901698422928651,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
39,1200,0.31037086074550946,0.39008423512180646,output/3dunet/smooth/t1tot2/weights/best_seed42.pt;output/3dunet/smooth/t1tot2/weights/epoch_040_seed42.pt
40,1230,0.31261858021219574,0.387642723073562,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
41,1260,0.31184976423780125,0.3956460073590279,
42,1290,0.30364442405601344,0.3822121446331342,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
43,1320,0.303655527656277,0.3845713255306085,
44,1350,0.30209820295373596,0.3904068134725094,
45,1380,0.3065054876108964,0.38409850746393204,
46,1410,0.3044638343155384,0.385014874736468,
47,1440,0.30612961935500305,0.38501830423871675,
48,1470,0.3015780090043942,0.39092948511242864,
49,1500,0.3071415551006794,0.3835052492717902,
50,1530,0.30639122277498243,0.38676127170523006,
51,1560,0.30078321595986685,0.3786515034735203,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
52,1590,0.2999541688710451,0.38146923383076986,
53,1620,0.2952045464267333,0.376364923765262,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
54,1650,0.3020028151571751,0.390679419785738,
55,1680,0.29285964791973434,0.3720572503904502,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
56,1710,0.2947564261655013,0.37016485010584194,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
57,1740,0.29576319493353365,0.3765090440710386,
58,1770,0.29521159331003827,0.3758236413200696,
59,1800,0.2969661792119344,0.3682072552541892,output/3dunet/smooth/t1tot2/weights/best_seed42.pt;output/3dunet/smooth/t1tot2/weights/epoch_060_seed42.pt
60,1830,0.2945414940516154,0.3732154451310635,
61,1860,0.2890684247016907,0.36808887844284377,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
62,1890,0.28647272251546385,0.37434617628653843,
63,1920,0.29214587186773616,0.3720811873674393,
64,1950,0.29446452235182125,0.3684783356885115,
65,1980,0.2887312530229489,0.3717722579836845,
66,2010,0.2919031341870626,0.36337169135610264,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
67,2040,0.29027109829088055,0.36281744837760926,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
68,2070,0.28609045905371505,0.36252593447764714,output/3dunet/smooth/t1tot2/weights/best_seed42.pt
