metric,value
num_cases,60
mae_mean,24.11381630862783
mae_std,4.4246337438405625
mse_mean,2433.172535900564
mse_std,621.3723339219907
psnr_mean,29.58656967832261
psnr_std,1.3596802348134627
ssim_mean,0.8684852371311901
ssim_std,0.024463413802229734
